GEOID10_TRACT,mean_neighbor_score_updated,HSEF,P200_PFS,donut_hole_dac,donut_hole_dac_additional_constraints
01047956701,0.75,0.068890500362581,0.43,False,False
01047956100,0.75,0.12502756339581,0.49,False,False
01013952800,1.0,0.079507278835386,0.46,True,False
01013953300,1.0,0.122038765254846,0.5,True,True
01059973100,0.8,0.109080841638981,0.61,False,False
01087231700,1.0,0.251515151515152,0.68,True,True
01087232100,1.0,0.150060024009604,0.74,True,True
01095030902,1.0,0.102130537707136,0.4,True,False
01039962400,0.75,0.10228802153432,0.37,False,False
01039962900,0.875,0.145644599303136,0.38,True,False
01039961900,1.0,0.112965340179718,0.43,True,False
01121010201,0.8,0.127726952850105,0.43,False,False
01121010900,0.8,0.188857938718663,0.59,False,False
01121010700,0.8,0.244748412310698,0.82,False,False
01073013400,1.0,0.108391608391608,0.62,True,True
01073013902,0.8,0.098208360982084,0.59,False,False
01097007400,0.8181818181818182,0.072451193058568,0.63,False,False
01055010402,0.75,0.064578180818906,0.33,False,False
01055010700,0.8333333333333334,0.129195940671351,0.63,False,False
01045020200,0.8333333333333334,0.166453265044814,0.38,False,False
01119011300,0.8333333333333334,0.108631826189078,0.84,False,False
01097003408,0.75,0.10981697171381,0.63,False,False
01125011701,1.0,0.240592227020358,0.89,True,True
01093964700,1.0,0.151315789473684,0.6,True,True
01093964200,0.6666666666666666,0.150333016175071,0.64,False,False
01097001002,0.8571428571428571,0.10379746835443,0.64,True,True
01015981903,0.75,,,False,False
01049960100,0.6666666666666666,0.222670144652597,0.62,False,False
01049960700,1.0,0.325763508222396,0.85,True,True
01097005900,0.8571428571428571,0.163833075734158,0.56,True,True
01129043900,0.8,0.229771784232365,0.59,False,False
01017954300,0.75,0.137996219281664,0.61,False,False
01025957601,0.8333333333333334,0.184397163120567,0.64,False,False
01025957902,1.0,0.167148014440433,0.64,True,True
01025957602,0.8,0.171404913055479,0.69,False,False
01011952500,0.7777777777777778,0.227014218009479,0.52,False,False
01133965502,0.75,0.144144144144144,0.64,False,False
01113030902,0.8888888888888888,0.1053998632946,0.37,True,False
01099076100,1.0,0.117038399632099,0.72,True,True
01101000900,1.0,0.066942719116632,0.11,True,True
01101005901,0.8333333333333334,0.206086956521739,0.53,False,False
01065040000,0.8,0.144897102057959,0.65,False,False
01053970100,1.0,0.111346444780635,0.39,True,False
01057020200,0.75,0.103437094682231,0.58,False,False
17201001700,0.8333333333333334,0.118961038961039,0.48,False,False
17201003604,1.0,0.152229625832906,0.86,True,True
17043840103,0.75,0.066824237215299,0.26,False,False
17121952400,0.75,0.055692633063095,0.51,False,False
17127970100,0.7142857142857143,0.094773299748111,0.56,False,False
17161024500,0.6363636363636364,0.264588329336531,0.86,False,False
17077010400,0.8333333333333334,0.057730780222921,0.32,False,False
17119401200,0.6,0.109181141439206,0.59,False,False
17095000800,1.0,0.071094480823199,0.97,True,True
17165956000,0.75,0.095665171898356,0.77,False,False
17031010701,0.8571428571428571,0.073442136498516,0.53,True,True
17031831300,0.9,0.194029850746269,0.57,True,True
17031020701,0.875,0.078635014836795,0.34,True,False
17031190401,1.0,0.177334732423924,0.46,True,False
17031842600,0.8333333333333334,0.227226549271927,0.37,False,False
17031842000,0.7777777777777778,0.128792987188132,0.36,False,False
17031839700,0.8333333333333334,0.172955974842767,0.61,False,False
17031730202,0.8333333333333334,0.050734312416555,0.44,False,False
17031836000,1.0,0.045612009237875,0.63,True,True
17031835700,0.875,0.0,0.84,True,True
17031490902,0.8333333333333334,0.135374149659864,0.57,False,False
17031310400,0.8,0.122727272727273,0.44,False,False
17031821402,1.0,0.060940695296524,0.4,True,True
17031816300,0.8,0.254752851711027,0.62,False,False
17031351500,0.8,0.070135746606335,0.92,False,False
17031381700,0.8571428571428571,,,True,True
17031381900,1.0,0.071512309495897,0.43,True,True
17031230900,0.8333333333333334,0.234912577552171,0.6,False,False
17031440300,0.75,0.08522396742292,0.44,False,False
17031191000,0.9,0.347826086956522,0.48,True,False
17031805112,0.75,0.184391427416094,0.34,False,False
17031826201,0.8888888888888888,0.099509460406447,0.56,True,True
17031700100,0.7777777777777778,0.220575022461815,0.49,False,False
17031520500,0.6,0.220116172424335,0.57,False,False
17031490400,0.75,0.045955882352941,0.2,False,False
17031980000,0.7777777777777778,,,False,False
17031251700,1.0,0.138957816377171,0.48,True,False
17031829500,0.75,0.172054998141955,0.75,False,False
17031500100,0.8571428571428571,0.075903614457831,0.39,True,False
17031590600,1.0,0.244196843082637,0.57,True,True
17031610800,0.75,0.079024390243902,0.5,False,False
17031813500,0.7777777777777778,0.34294017922015,0.63,False,False
17031823500,0.75,0.159896840747905,0.63,False,False
17031822900,0.75,0.114028507126782,0.57,False,False
17031140200,0.8571428571428571,0.270181634712412,0.84,True,True
17031282800,0.75,0.05744888023369,0.67,False,False
17089854302,0.75,0.354990583804143,0.59,False,False
17089852907,0.75,0.256301531213192,0.61,False,False
17101881100,0.75,0.124574209245742,0.54,False,False
40091780100,0.75,0.130270610446822,0.57,False,False
40041375700,1.0,0.095915032679738,0.61,True,True
40023967000,0.75,0.144252108300044,0.58,False,False
40043959300,0.75,0.056516724336794,0.57,False,False
40109107214,0.8888888888888888,0.145535273803651,0.73,True,True
40109107002,0.8,0.359055118110236,0.72,False,False
40079040500,0.875,0.113299163744268,0.63,True,True
40109103800,0.8571428571428571,0.004587155963303,0.2,True,True
40109103601,0.75,0.036649214659686,0.29,False,False
40109103200,0.8,0.21263016459523,0.43,False,False
40057967800,0.7142857142857143,0.202845100105374,0.63,False,False
40143008502,0.8,0.130791788856305,0.6,False,False
40143002000,0.8333333333333334,0.147302904564315,0.79,False,False
40013796001,1.0,0.126782531194296,0.6,True,True
40013795600,0.75,0.110529377545084,0.64,False,False
40013796200,1.0,0.148865979381443,0.91,True,True
40025950100,0.5714285714285714,0.14616497829233,0.56,False,False
40097040501,0.8333333333333334,0.146660846791794,0.56,False,False
40115574100,0.5833333333333334,0.131182795698925,0.6,False,False
40115574700,0.8571428571428571,0.079497907949791,0.48,True,False
40021978100,0.75,0.110605249062667,0.7,False,False
40021978300,0.8,0.138512710857686,0.63,False,False
40033871200,0.6666666666666666,0.14030443414957,0.62,False,False
40061279400,0.8333333333333334,0.146314012380416,0.64,False,False
40037020900,0.75,0.061674008810573,0.56,False,False
40049681200,0.75,0.128225175918686,0.63,False,False
37153970200,0.875,0.239473684210526,0.6,True,True
37153970400,1.0,0.119758216849263,0.6,True,True
37101040400,1.0,0.120160213618157,0.56,True,True
37101040800,0.8333333333333334,0.16307800917755,0.65,False,False
37051001604,0.75,0.096133751306165,0.68,False,False
37083930200,1.0,0.093080980452994,0.6,True,True
37023020202,0.8,0.11373182552504,0.51,False,False
37023021302,1.0,0.18711766822598,0.59,True,True
37023020500,0.75,0.11220958971824,0.56,False,False
37023020801,0.8,0.1330900243309,0.53,False,False
37051002900,0.75,0.131822863027806,0.62,False,False
37063001303,0.8,0.136189747513389,0.8,False,False
37051003001,0.8571428571428571,0.095630955147571,0.47,True,False
37171930101,0.6,0.265682656826568,0.67,False,False
37171930302,0.75,0.149851632047478,0.67,False,False
37155960900,1.0,0.093209054593875,0.6,True,True
37013930200,0.8,0.162203023758099,0.55,False,False
37155961301,1.0,0.099345288926843,0.55,True,True
37155960502,1.0,0.168761220825853,0.89,True,True
37067001601,0.8,0.112787926926132,0.64,False,False
37119001609,1.0,0.221814848762603,0.78,True,True
37119001923,1.0,0.137191854233655,0.66,True,True
37119001510,0.8333333333333334,0.159741458910434,0.58,False,False
37119004700,0.8333333333333334,0.23030303030303,0.94,False,False
37119001400,0.8571428571428571,0.112328767123288,0.4,True,False
37119006009,0.8,0.125292740046838,0.45,False,False
37081013601,1.0,0.225806451612903,0.88,True,True
37147001600,0.9,0.107784431137724,0.56,True,True
37147000701,0.75,0.185129740518962,0.94,False,False
37191000800,0.75,0.194074969770254,0.6,False,False
37191000500,1.0,0.026655202063629,0.8,True,True
37191000401,0.8,0.118299445471349,0.57,False,False
37191000303,0.8333333333333334,0.110091743119266,0.54,False,False
37061090501,0.8333333333333334,0.139644351464435,0.54,False,False
37061090701,0.8571428571428571,0.186705412277515,0.63,True,True
37181960400,1.0,0.107479784366577,0.52,True,True
37195000501,0.75,0.110065170166546,0.12,False,False
37159050400,0.8,0.133676092544987,0.93,False,False
37043950100,0.6,0.10595690747782,0.56,False,False
37161960600,0.8,0.222642938280954,0.8,False,False
37047930300,1.0,0.14207650273224,0.56,True,True
37047930800,1.0,0.085617597292724,0.4,True,False
37065021300,1.0,0.191531685137823,0.64,True,True
37065020700,0.8333333333333334,0.15878616796048,0.62,False,False
37085070903,0.75,0.093707250341997,0.41,False,False
37075920200,1.0,0.195808383233533,0.56,True,True
37151030201,0.8,0.117344753747323,0.64,False,False
37017950500,1.0,0.130494237155694,0.6,True,True
37151030802,0.875,0.16519374575119,0.4,True,False
37151031503,0.75,0.169049621530698,0.66,False,False
37039930300,0.8571428571428571,0.094339622641509,0.64,True,True
37039930500,0.8,0.082140342642572,0.5,False,False
37049960102,0.7777777777777778,0.170205706702057,0.55,False,False
37187950300,0.8,0.152356902356902,0.54,False,False
37129010900,0.8,0.086285714285714,0.45,False,False
37141920402,0.75,0.171144644828855,0.5,False,False
37129980100,0.75,,,False,False
37009970400,0.75,0.152114967462039,0.62,False,False
37009970800,0.8333333333333334,0.137036075785102,0.69,False,False
37085070401,0.8571428571428571,0.146896804994491,0.62,True,True
37165010600,0.9,0.164179104477612,0.64,True,True
37165010101,1.0,0.100445524503848,0.46,True,False
37033930400,0.8,0.190317195325543,0.41,False,False
37133000600,1.0,0.0,0.43,True,True
37091950401,1.0,0.140385371608337,0.48,True,False
37133001000,1.0,0.0,0.94,True,True
37133002201,0.75,0.089125946317963,0.48,False,False
37193960400,0.75,0.195735689588936,0.68,False,False
37111970100,0.7777777777777778,0.181749241658241,0.5,False,False
37111970400,0.75,0.251826595226498,0.82,False,False
37071030901,0.8,0.229465449804433,0.63,False,False
21125970100,0.8,0.170383586083854,0.73,False,False
21067000200,0.8333333333333334,0.204931506849315,0.98,False,False
21111009105,1.0,0.187961385576377,0.48,True,False
21137920200,0.8333333333333334,0.203998919211024,0.72,False,False
21111003500,0.8571428571428571,0.208374875373878,0.99,True,True
21111012601,0.8333333333333334,0.108834586466165,0.47,False,False
21111012604,0.75,0.158389963408259,0.61,False,False
21111004600,1.0,0.216172155200522,0.58,True,True
21111005000,1.0,0.172278778386844,0.92,True,True
21171930100,0.8333333333333334,0.202411714039621,0.52,False,False
21061980100,1.0,,0.99,True,True
21135930100,0.75,0.19335250878875,0.67,False,False
21117061100,0.75,0.044263775971093,0.56,False,False
21205950100,0.8333333333333334,0.159054699946893,0.69,False,False
21183920400,1.0,0.239185750636132,0.61,True,True
21205950200,0.75,0.129883624272652,0.77,False,False
21173920400,0.8333333333333334,0.213119450014323,0.75,False,False
21085950400,0.8,0.126801801801802,0.76,False,False
21193970300,1.0,0.261451363870304,0.73,True,True
21223100100,0.375,0.140138408304498,0.54,False,False
21199930501,1.0,0.119163621599675,0.44,True,False
21199930402,1.0,0.098468271334792,0.41,True,False
21235920600,0.8333333333333334,0.21256038647343,0.82,False,False
21235920300,0.75,0.124009423859499,0.69,False,False
21119960300,1.0,0.242699289660616,0.87,True,True
21195931400,1.0,0.137048192771084,0.8,True,True
21055930300,0.8333333333333334,0.153276955602537,0.63,False,False
21195931600,1.0,0.292576419213974,0.63,True,True
21031930500,0.8571428571428571,0.116040955631399,0.41,True,False
21009950100,1.0,0.165839536807279,0.48,True,False
21025920100,1.0,0.171461449942463,0.84,True,True
47071920500,0.8333333333333334,0.20225321888412,0.59,False,False
47129110500,0.8888888888888888,0.193036211699164,0.64,True,True
47173040201,1.0,0.221332362577357,0.6,True,True
47091956200,0.8,0.094692400482509,0.5,False,False
47081950302,0.8,0.191198786039454,0.58,False,False
47167040900,0.8333333333333334,0.096153846153846,0.46,False,False
47093001800,0.8,0.057813394390384,0.64,False,False
47059091400,0.8,0.137014314928425,0.62,False,False
47059090300,0.75,0.092481383617583,0.57,False,False
47013950800,1.0,0.175186368477103,0.44,True,False
47013950500,0.75,0.188645621181263,0.52,False,False
47049965300,0.75,0.146206533192834,0.79,False,False
47059090600,0.8571428571428571,0.104098893949252,0.63,True,True
47047060800,0.8333333333333334,0.133901399878271,0.47,False,False
47163042801,1.0,0.124558749369642,0.64,True,True
47163042500,0.7142857142857143,0.118875807064185,0.51,False,False
47163043100,0.625,0.160315985130111,0.68,False,False
47163043201,0.8333333333333334,0.089230769230769,0.49,False,False
47093000800,0.8333333333333334,0.148648648648649,0.96,False,False
47025970600,0.8571428571428571,0.18242385786802,0.62,True,True
47035970301,0.75,0.158181818181818,0.72,False,False
47037015900,0.8888888888888888,0.231828193832599,0.97,True,True
47037012702,0.875,0.057185479860766,0.64,True,True
47017962100,0.875,0.155602143023527,0.57,True,True
47073050503,0.75,0.116455012158876,0.59,False,False
47151975000,0.8,0.193861693861694,0.82,False,False
47037015700,0.8333333333333334,0.153368794326241,0.53,False,False
47037015614,0.75,0.11467410247473,0.45,False,False
47037013602,0.8,0.0,0.98,False,False
47037014200,0.8333333333333334,0.268124280782509,0.96,False,False
47077975000,0.875,0.173856773080242,0.47,True,False
47133950500,0.8571428571428571,0.11672203765227,0.65,True,True
47065002800,0.7777777777777778,0.079810495626822,0.33,False,False
47181950300,0.8,0.232408524326498,0.64,False,False
47123925400,0.8,0.1953184374525,0.66,False,False
47157000100,0.8888888888888888,0.018173007026896,0.31,True,True
47157022121,0.8333333333333334,0.094883720930233,0.32,False,False
47157003500,0.875,0.043293718166384,0.55,True,True
47109930600,1.0,0.145447530864198,0.76,True,True
47157980300,0.6666666666666666,,,False,False
47157010820,1.0,0.106595365418895,0.52,True,True
47157022322,0.8571428571428571,0.116576819407008,0.63,True,True
47157006400,1.0,0.142636854279106,0.48,True,False
47113000500,0.8333333333333334,0.151098901098901,0.99,False,False
10003980100,0.8,,,False,False
10003000200,0.8333333333333334,0.109970674486804,0.6,False,False
06103000400,1.0,0.062310030395137,0.48,True,True
06025011803,0.8,0.182515757741847,0.26,False,False
06025012301,1.0,0.423359451518119,0.42,True,False
06025011801,0.8,0.090280305788132,0.13,False,False
06053011303,0.8,0.314829192546584,0.61,False,False
06053980000,1.0,,,True,True
06053010605,1.0,0.485501858736059,0.45,True,False
06053010603,0.75,0.18243838028169,0.21,False,False
06059086902,0.875,0.196944770857814,0.34,True,False
06059087200,0.8571428571428571,0.267662792842649,0.55,True,True
06059980000,0.8571428571428571,,,True,True
06059074300,0.75,0.509523809523809,0.56,False,False
06059088302,0.8888888888888888,0.154442721028141,0.41,True,False
06059088401,0.8571428571428571,0.198435462842243,0.27,True,False
06059088105,1.0,0.250070801472671,0.5,True,True
06085503504,1.0,0.36231884057971,0.31,True,False
06085504101,0.8,0.394378966455122,0.51,False,False
06093000701,0.75,0.055758017492711,0.46,False,False
06029004302,1.0,0.423905943827564,,True,True
06029000700,0.8,0.159844636988348,0.62,False,False
06029005103,0.7857142857142857,0.146221248630887,0.46,False,False
06039000202,0.75,0.182438192668372,0.57,False,False
06039000700,0.8,0.196883665654298,0.43,False,False
06045011700,0.7777777777777778,0.056220529561117,0.61,False,False
06045011400,1.0,0.052803322456244,0.42,True,True
06067007012,0.75,0.095713691219309,0.5,False,False
06067007414,0.7777777777777778,0.178547854785478,0.71,False,False
06115040303,0.75,0.14084245685656,0.33,False,False
06107000100,0.7777777777777778,0.067720685111989,0.28,False,False
06107002903,0.8,0.183060109289617,0.55,False,False
06107003501,1.0,0.166182452062754,0.62,True,True
06107001901,0.8,0.183147033533964,0.56,False,False
06107002303,0.8333333333333334,0.090737240075614,0.26,False,False
06107001703,0.8,0.101592285265755,0.31,False,False
06107002400,0.75,0.187784431137725,0.4,False,False
06073003213,0.75,0.126863490207542,0.08,False,False
06073003401,0.8888888888888888,0.180959302325581,0.45,True,False
06073003800,0.8333333333333334,0.0,,False,False
06073012401,1.0,0.243772968558595,0.64,True,True
06073010109,0.75,0.225476651008566,0.44,False,False
06099002006,1.0,0.161061946902655,0.51,True,True
06099002504,1.0,0.244015719899964,0.45,True,False
06099002603,1.0,0.21210676835081,0.6,True,True
06099000602,0.8333333333333334,0.226486486486486,0.32,False,False
06089012101,1.0,0.120579319636241,0.56,True,True
06099000303,0.75,0.317985245484609,0.52,False,False
06099003100,0.8,0.258125472411187,0.64,False,False
06019001700,1.0,0.291889379502673,0.64,True,True
06019007202,0.8,0.201550387596899,0.61,False,False
06019006603,0.8,0.268189509306261,0.88,False,False
06019007004,0.875,0.094339622641509,0.62,True,True
06019006300,0.75,0.152859545836838,0.32,False,False
06019005304,0.75,0.082437275985663,0.9,False,False
06019003810,1.0,0.152797500710026,0.64,True,True
06019003808,1.0,0.136421319796954,0.64,True,True
06019003600,1.0,0.053921568627451,0.4,True,True
06021010200,0.8333333333333334,0.208858812673024,0.61,False,False
06081600300,0.8571428571428571,0.109314359637775,0.11,True,False
06081600402,1.0,0.209721194177153,0.24,True,False
06081610500,0.8,0.379204892966361,0.63,False,False
06077002504,1.0,0.314422692768678,0.64,True,True
06077003802,1.0,0.235834990059642,0.61,True,True
06077001200,0.7777777777777778,0.041132838840189,0.27,False,False
06077001102,0.75,0.219422249539029,0.59,False,False
06077003601,0.75,0.146086956521739,0.53,False,False
06077004402,0.8,0.223508459483526,0.61,False,False
06071003605,0.8,0.269654927072216,0.45,False,False
06071001808,0.75,0.120114736464683,0.28,False,False
06071010422,0.8,0.118359739049394,0.8,False,False
06071012001,0.75,0.190720096414583,0.71,False,False
06071001707,0.8,0.374009900990099,0.57,False,False
06071006603,1.0,0.298856548856549,0.62,True,True
06071003801,0.8,0.269192088501508,0.57,False,False
06071010402,0.8333333333333334,0.031376518218623,0.81,False,False
06071010412,1.0,0.0613790354723,0.51,True,True
06071004004,0.8181818181818182,0.356384592053382,0.57,False,False
06071003603,0.8571428571428571,0.290219560878244,0.35,True,False
06071003507,1.0,0.346445326596896,0.41,True,False
06071002307,0.8333333333333334,0.269443540514155,0.35,False,False
06071980200,1.0,0.300880088008801,,True,True
06065044404,0.8,0.02915082382763,0.58,False,False
06065940100,1.0,0.097560975609756,0.27,True,False
06065031501,0.75,0.241309968399885,0.35,False,False
06065044516,0.8,0.286998972250771,0.77,False,False
06065981000,1.0,0.390221571140817,,True,True
06065049100,0.8333333333333334,0.091160220994475,0.61,False,False
06065041201,0.8333333333333334,0.328096455973694,0.61,False,False
06065043010,0.75,0.230832420591457,0.38,False,False
06065041002,0.8,0.300708591674048,0.62,False,False
06065046103,0.75,0.128717472118959,0.26,False,False
06065046101,0.75,0.221421709894332,0.61,False,False
06033000900,0.8571428571428571,0.077043716918251,0.37,True,False
06033000400,1.0,0.136207291905526,0.42,True,False
06049000300,0.8571428571428571,0.116914230953522,0.52,True,True
06001408200,0.75,0.087048192771084,0.52,False,False
06001432400,0.875,0.204674530362604,0.43,True,False
06047001501,1.0,0.198694706308919,0.58,True,True
06047002301,1.0,0.140575079872204,0.14,True,False
06047000702,0.8333333333333334,0.150520833333333,0.1,False,False
06047000802,0.8,0.256830601092896,0.59,False,False
06047000303,0.8571428571428571,0.44550408719346,0.6,True,True
06075026401,1.0,0.266617155588563,0.32,True,False
06075026003,0.8,0.212065813528336,0.12,False,False
06075025900,0.8333333333333334,0.173637864611998,0.15,False,False
06075025800,0.75,0.252557544757033,0.43,False,False
06075023200,0.8571428571428571,0.253267973856209,0.43,True,False
06031981800,1.0,0.455245781364637,,True,True
06031001602,1.0,0.418948388660044,,True,True
06031001001,0.75,0.112543225400817,0.37,False,False
06031000701,0.8,0.064434935816763,0.27,False,False
06037500404,0.8,0.219944937289691,0.4,False,False
06037910714,0.75,0.338830584707646,0.81,False,False
06037910605,1.0,0.270340236686391,0.87,True,True
06037297602,0.75,0.071017274472169,0.48,False,False
06037910002,0.8,0.417053013505342,0.81,False,False
06037117102,0.8333333333333334,0.242364532019704,0.57,False,False
06037211803,1.0,0.074210139603233,0.48,True,False
06037207101,0.8333333333333334,0.253034203751379,0.84,False,False
06037207501,1.0,0.009932043910089,0.38,True,True
06037206031,0.8461538461538461,0.037058823529412,0.42,False,False
06037320202,0.8571428571428571,0.37087427563618,0.58,True,True
06037407502,0.8,0.295526593871081,0.56,False,False
06037408630,1.0,0.283815028901734,0.46,True,False
06037408139,0.8,0.431306684581794,0.62,False,False
06037503103,0.8,0.216892911010558,0.57,False,False
06037206020,0.875,0.336188125997968,0.26,True,False
06037207710,0.75,0.077734183423247,0.41,False,False
06037208710,1.0,0.09794217244074,0.4,True,False
06037119201,1.0,0.379345603271984,0.58,True,True
06037407001,0.75,0.348242811501597,0.57,False,False
06037408302,0.875,0.268453911127433,0.38,True,False
06037603703,0.8571428571428571,0.130925507900677,0.09,True,False
06037104821,1.0,0.37569573283859,0.64,True,True
